host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,percentage_aval_30,has_shampoo,has_kitchen,has_heating,has_air conditioning,has_smoke alarm,has_essentials,has_iron,has_free parking on premises,has_hangers,has_hair dryer,has_washer,has_long term stays allowed,has_wifi,entire_space
0,1.0,1.0,1,0,30.20886,-97.76398,2,1.0,1.0,48.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,,,,,,,,0,1,,0.0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
0,1.0,1.0,1,1,30.24893,-97.78277,3,2.0,2.0,99.0,120,180,120.0,120.0,1125.0,1125.0,120.0,1125.0,0,0,0,0,,,,,,,,0,1,,0.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,0.0,0.0,1,1,30.28894,-97.709,2,1.0,1.0,86.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,1,33,0,0,5.0,5.0,5.0,5.0,5.0,4.97,4.97,0,1,1.01,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,46.0,46.0,1,1,30.2716,-97.81178,16,5.0,8.0,4784.0,1,365,1.0,3.0,2.0,365.0,2.2,108.9,1,0,0,0,,,,,,,,0,42,,0.8666666666666667,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,46.0,46.0,1,1,30.33617,-97.84772,12,6.0,6.0,9581.0,1,365,1.0,3.0,2.0,365.0,2.3,96.5,1,0,0,0,,,,,,,,0,42,,0.9333333333333333,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,46.0,46.0,1,1,30.29559,-97.75705,8,4.0,4.0,2000.0,1,365,1.0,3.0,2.0,365.0,2.0,95.4,1,1,1,0,5.0,,,,,,,0,42,0.15,0.4666666666666667,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,0.0,0.0,1,1,30.29703,-97.82886,8,4.0,6.0,599.0,2,8,2.0,6.0,8.0,8.0,2.1,8.0,1,18,11,0,4.78,4.61,4.83,5.0,4.83,4.83,4.67,0,1,0.57,0.4,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,46.0,46.0,1,1,30.28234,-97.83189,14,5.0,8.0,2391.0,1,365,1.0,3.0,2.0,365.0,1.9,124.0,1,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,42,0.15,0.7333333333333333,0,1,1,1,1,0,1,1,0,1,1,0,1,1
1,2.0,2.0,1,1,30.20484,-97.79802,4,2.0,2.0,180.0,2,5,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,30,1,0,5.0,5.0,4.97,5.0,4.97,5.0,4.97,0,2,0.92,0.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
0,1.0,1.0,1,1,30.2936,-97.7349,2,1.0,1.0,144.0,2,5,2.0,2.0,5.0,5.0,2.0,5.0,1,0,0,0,,,,,,,,0,1,,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,46.0,46.0,1,1,30.34857,-97.87268,14,6.0,6.0,3444.0,1,365,1.0,3.0,2.0,365.0,2.1,139.2,1,1,1,0,4.0,,,,,,,0,42,0.19,0.7,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,46.0,46.0,1,1,30.38496,-97.85071,10,5.0,5.0,4674.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,0,0,0,,,,,,,,0,42,,0.9333333333333333,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,46.0,46.0,1,1,30.27494,-97.79622,8,4.0,4.0,1817.0,1,365,1.0,3.0,2.0,365.0,2.0,101.9,1,0,0,0,,,,,,,,0,42,,0.6666666666666666,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,0.0,0.0,1,1,30.28075,-97.70432,4,2.0,2.0,180.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,,,,,,,,1,1,,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.27584,-97.72129,2,1.0,1.0,99.0,2,8,2.0,2.0,8.0,8.0,2.0,8.0,1,7,2,0,5.0,5.0,4.86,5.0,5.0,4.86,4.86,1,1,0.22,0.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
0,1.0,1.0,1,0,30.24778,-97.7831,6,1.0,1.0,350.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,0,0,0,0,,,,,,,,0,1,,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0
0,0.0,0.0,1,0,30.15471,-97.80508,8,3.0,3.0,375.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0.03,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0,0.0,1,1,30.4226,-97.69063,2,1.0,1.0,36.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,24,0,0,5.0,5.0,5.0,5.0,5.0,4.92,4.92,0,2,0.78,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,4.0,4.0,1,1,30.3131,-97.6771,6,3.0,4.0,99.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,60,0,0,4.7,4.82,4.62,4.9,4.93,4.65,4.77,0,3,1.84,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,0,30.24121,-97.75172,4,2.0,2.0,99.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,1,0,0,0.0,,,,,,,0,1,0.03,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,742.0,742.0,1,1,30.38718,-97.92446,4,1.0,2.0,191.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,25,13,2,4.8,4.88,4.72,4.84,4.92,4.88,4.76,1,50,1.12,0.6666666666666666,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,1.0,1.0,1,0,30.23672,-97.78368,4,2.0,2.0,187.0,2,1125,2.0,4.0,1125.0,1125.0,2.5,1125.0,1,105,48,5,4.89,4.92,4.82,4.92,4.93,4.92,4.87,1,1,3.36,0.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0,0.0,1,1,30.25498,-97.72705,8,3.0,3.0,1178.0,2,1125,2.0,3.0,1125.0,1125.0,2.4,1125.0,1,100,34,1,4.96,4.94,4.8,4.96,4.97,4.94,4.9,1,1,3.74,0.5666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3.0,3.0,1,1,30.28986,-97.7702,2,1.0,1.0,59.0,3,40,3.0,3.0,40.0,40.0,3.0,40.0,1,12,0,0,5.0,5.0,4.83,5.0,5.0,4.92,4.92,0,2,0.37,0.0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1.0,1.0,1,1,30.27521,-97.7128,2,1.0,1.0,110.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,1,51,16,1,4.98,5.0,4.94,4.98,5.0,4.98,5.0,0,1,1.59,0.23333333333333334,1,0,1,1,1,1,1,0,1,1,0,1,1,1
0,1.0,1.0,1,1,30.24018,-97.78257,3,1.0,1.0,120.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,10,3,0,5.0,5.0,4.9,5.0,5.0,5.0,5.0,0,2,0.49,0.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
0,1.0,1.0,1,1,30.3907,-97.64748,1,1.0,1.0,15.0,1,3,1.0,1.0,3.0,3.0,1.0,3.0,0,5,0,0,4.8,4.8,4.6,4.6,4.8,4.8,5.0,0,1,0.17,0.0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
0,79.0,79.0,1,1,30.25635,-97.72503,14,6.0,8.0,1421.0,1,365,1.0,3.0,365.0,365.0,2.4,365.0,1,20,6,0,4.8,4.7,4.95,4.95,4.65,4.8,4.45,1,74,0.64,0.5333333333333333,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.21799,-97.72733,5,2.0,2.0,78.0,1,3,1.0,1.0,3.0,3.0,1.0,3.0,1,121,60,0,5.0,5.0,4.95,4.99,4.99,4.94,4.97,0,3,3.82,0.0,1,1,0,0,1,1,1,1,1,1,1,0,0,0
1,4.0,4.0,1,1,30.38757,-97.65732,2,1.0,1.0,90.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,213,88,7,4.9,4.92,4.83,4.95,4.93,4.91,4.92,1,3,6.86,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,0.0,0.0,1,1,30.23929,-97.77659,4,2.0,2.0,550.0,3,1125,3.0,4.0,1125.0,1125.0,3.1,1125.0,1,12,9,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.48,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.25673,-97.70727,2,1.0,1.0,94.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,49,18,3,4.94,4.96,4.96,4.92,4.96,4.94,4.86,0,2,1.56,0.13333333333333333,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,0.0,0.0,1,0,30.2893,-97.71627,3,1.0,1.0,95.0,70,180,70.0,70.0,1125.0,1125.0,70.0,1125.0,1,19,0,0,4.44,4.61,4.06,4.83,4.83,5.0,4.67,1,1,0.62,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.38149,-97.91991,6,3.0,3.0,469.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.03,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
0,46.0,46.0,1,1,30.31167,-97.87629,8,5.0,5.0,1913.0,1,365,1.0,3.0,2.0,365.0,1.4,249.5,1,0,0,0,,,,,,,,0,42,,0.26666666666666666,0,1,1,1,1,0,1,1,0,1,1,0,1,1
0,2.0,2.0,1,1,30.16147,-97.95197,2,1.0,2.0,89.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,33,14,0,4.75,4.94,4.66,4.94,4.91,4.88,4.91,1,1,1.02,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0,0.0,1,0,30.2554,-97.7728,3,2.0,1.0,250.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,15,7,1,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0,2,0.51,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.25448,-97.73191,8,3.0,6.0,639.0,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0,1,63,31,3,5.0,5.0,4.87,4.98,5.0,4.97,4.94,0,2,2.03,0.43333333333333335,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1,3.0,3.0,1,1,30.37848,-97.66841,4,2.0,2.0,154.0,2,30,2.0,3.0,1125.0,1125.0,2.4,1125.0,1,80,43,2,4.81,4.88,4.91,4.98,4.96,4.73,4.8,1,4,2.52,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0,0.0,1,0,30.37786,-97.69407,2,1.0,1.0,88.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,70,35,0,4.64,4.67,4.73,4.83,4.61,4.46,4.69,1,1,2.22,0.2,1,1,1,1,1,1,0,1,1,0,0,1,1,1
1,0.0,0.0,1,0,30.23832,-97.78368,3,1.0,1.0,200.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,8,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.3,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1.0,1.0,1,1,30.27499,-97.72204,2,1.0,1.0,325.0,2,180,2.0,3.0,180.0,180.0,2.0,180.0,1,51,29,2,4.88,4.92,4.86,4.92,5.0,4.8,4.78,0,2,1.69,0.23333333333333334,0,1,0,0,1,1,1,1,1,1,0,1,1,1
0,1.0,1.0,1,1,30.31571,-97.84163,11,5.0,6.0,497.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,1,0.19,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.21135,-97.81759,6,3.0,3.0,257.0,1,3,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,33,1,1,4.82,4.85,4.79,4.94,4.94,4.94,4.82,0,1,1.05,0.6666666666666666,1,1,1,1,1,1,1,1,1,0,1,0,1,1
0,1.0,1.0,1,0,30.28406,-97.74768,2,1.0,1.0,32.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,40,0,0,4.49,4.51,4.74,4.77,4.85,4.82,4.64,0,1,1.26,0.0,1,1,1,1,0,1,1,1,0,0,0,1,1,0
1,169.0,169.0,1,1,30.27258,-97.74657,4,1.0,2.0,168.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,0,0,0,,,,,,,,0,6,,0.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,169.0,169.0,1,1,30.27213,-97.74656,6,2.0,2.0,209.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,0,0,0,,,,,,,,0,6,,0.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1.0,1.0,1,1,30.23289,-97.75973,6,3.0,3.0,645.0,5,1125,3.0,5.0,1125.0,1125.0,5.0,1125.0,1,62,30,2,5.0,4.97,4.98,5.0,5.0,4.95,4.9,1,1,1.97,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,192.0,192.0,1,0,30.27139,-97.74757,6,2.0,3.0,310.0,2,28,2.0,3.0,1125.0,1125.0,2.0,1125.0,1,39,19,3,4.85,4.97,4.9,4.77,4.95,4.97,4.92,1,20,1.57,0.03333333333333333,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1.0,1.0,1,1,30.185,-97.74689,6,3.0,3.0,140.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,114,65,3,4.79,4.91,4.71,4.85,4.86,4.82,4.8,1,1,3.89,0.3333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2.0,2.0,1,1,30.27391,-97.70439,2,1.0,1.0,118.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,24,16,2,5.0,5.0,5.0,5.0,5.0,4.83,5.0,0,1,0.81,0.1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,1.0,1.0,1,1,30.22104,-97.78567,4,2.0,3.0,67.0,1,180,1.0,1.0,180.0,180.0,1.0,180.0,1,21,0,0,4.95,5.0,4.95,5.0,5.0,5.0,4.9,0,1,0.66,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.34203,-97.71699,5,2.0,2.0,201.0,1,31,1.0,1.0,31.0,31.0,1.0,31.0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.13,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.31755,-97.67645,6,3.0,4.0,220.0,14,60,14.0,14.0,1125.0,1125.0,14.0,1125.0,1,2,2,0,4.5,4.5,5.0,5.0,5.0,4.5,5.0,0,1,0.21,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,30.0,30.0,1,1,30.26891,-97.73055,4,1.0,2.0,358.0,2,1125,2.0,2.0,2.0,1125.0,2.0,527.9,1,23,3,0,4.57,4.7,4.91,4.52,4.57,4.91,4.52,1,30,0.75,0.2,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,30.0,30.0,1,1,30.26975,-97.73258,4,1.0,2.0,435.0,2,1125,2.0,2.0,2.0,1125.0,2.0,315.3,1,37,16,0,4.59,4.62,4.86,4.41,4.62,4.78,4.46,1,30,1.18,0.4,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1.0,1.0,1,1,30.23795,-97.76796,2,,1.0,130.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,116,57,4,4.93,4.88,4.95,4.98,5.0,4.97,4.79,1,4,4.2,0.26666666666666666,1,0,1,1,1,1,1,1,1,1,0,1,0,1
0,18.0,18.0,1,1,30.23107,-97.77702,4,1.0,2.0,171.0,2,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,1,108,39,3,4.54,4.65,4.56,4.88,4.76,4.81,4.63,1,18,3.41,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.20778,-97.8183,3,1.0,1.0,75.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,0,5,0,0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,0,1,0.16,0.0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
0,4.0,4.0,1,1,30.27353,-97.7535,3,1.0,2.0,305.0,2,1125,1.0,2.0,1125.0,1125.0,1.6,1125.0,1,21,0,0,4.71,4.9,4.71,4.86,4.95,5.0,4.62,0,2,0.66,0.6666666666666666,1,1,0,0,1,1,1,1,1,1,0,1,1,1
1,3.0,3.0,1,1,30.32306,-97.7408,5,2.0,4.0,250.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,233,108,6,4.93,4.96,4.88,4.98,4.97,4.93,4.88,0,2,7.4,0.06666666666666667,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,84.0,84.0,1,1,30.30458,-97.72584,1,1.0,4.0,17.0,30,1125,20.0,30.0,1125.0,1125.0,29.5,1125.0,1,4,2,0,4.75,4.5,4.5,5.0,4.75,5.0,4.75,0,78,0.13,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
0,84.0,84.0,1,1,30.30609,-97.72453,1,1.0,4.0,17.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,4,1,0,4.5,4.75,3.75,4.75,5.0,5.0,4.75,0,78,0.14,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
1,1.0,1.0,1,1,30.25955,-97.71384,2,2.0,2.0,105.0,2,10,2.0,3.0,1125.0,1125.0,2.4,1125.0,1,23,6,0,4.96,5.0,5.0,5.0,4.96,5.0,5.0,1,2,0.81,0.06666666666666667,1,1,1,1,1,1,1,0,1,1,0,0,1,1
0,1.0,1.0,1,1,30.23026,-97.7661,2,1.0,1.0,221.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,8,1,0,4.5,4.88,4.88,4.88,4.5,4.88,4.88,0,1,0.25,0.9666666666666667,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1,1.0,1.0,1,1,30.28399,-97.76129,4,2.0,3.0,337.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,39,12,1,4.92,4.97,4.85,4.95,4.97,4.95,4.85,0,1,1.24,0.26666666666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,13.0,13.0,1,1,30.29499,-97.73944,14,3.0,9.0,358.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,4,0,0,4.25,4.5,3.75,5.0,5.0,5.0,4.0,0,3,0.13,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.35817,-97.95009,16,9.0,18.0,1531.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,19,11,1,4.32,4.21,4.42,4.63,4.37,4.74,4.11,1,2,0.61,0.6333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,79.0,79.0,1,1,30.25603,-97.7232,10,4.0,5.0,1702.0,1,365,1.0,3.0,365.0,365.0,2.4,365.0,1,3,3,1,5.0,5.0,5.0,5.0,5.0,4.33,4.67,1,74,0.44,0.5333333333333333,1,1,0,1,1,0,1,1,1,1,1,1,1,1
0,79.0,79.0,1,1,30.25623,-97.72347,6,2.0,3.0,1523.0,1,365,1.0,3.0,365.0,365.0,2.4,365.0,1,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,74,0.03,0.5333333333333333,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,1.0,1.0,1,0,30.31118,-97.743,4,2.0,2.0,205.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,78,41,3,4.96,4.99,4.99,4.97,4.97,4.99,4.9,0,2,2.7,0.43333333333333335,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3.0,3.0,1,1,30.29899,-97.70077,2,1.0,1.0,45.0,29,100,29.0,29.0,1125.0,1125.0,29.0,1125.0,1,15,0,0,4.93,5.0,5.0,5.0,5.0,4.93,5.0,0,3,0.47,0.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
0,1.0,1.0,1,0,30.33666,-97.70724,4,1.0,1.0,39.0,2,8,2.0,2.0,8.0,8.0,2.0,8.0,0,13,0,0,4.6,4.8,4.1,5.0,5.0,4.8,4.8,0,1,0.4,0.0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
0,0.0,0.0,1,0,30.42255,-97.92325,16,6.0,11.0,1464.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.09,0.5666666666666667,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0.0,0.0,1,0,30.22479,-97.92215,3,1.0,1.0,135.0,1,7,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,34,34,8,4.91,4.97,5.0,5.0,5.0,4.97,4.88,1,1,6.07,0.4,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1,192.0,192.0,1,0,30.2714,-97.74759,6,2.0,3.0,305.0,2,28,2.0,3.0,1125.0,1125.0,2.0,1125.0,1,17,13,0,4.82,4.82,4.88,4.76,4.94,4.88,4.65,1,20,0.56,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0.0,0.0,1,1,30.38098,-97.91951,7,3.0,4.0,436.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,125,37,0,4.99,4.99,4.95,5.0,5.0,4.96,4.92,1,1,3.94,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,0,30.2582,-97.76534,6,3.0,2.0,220.0,90,360,90.0,90.0,360.0,360.0,90.0,360.0,1,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.07,0.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0,84.0,84.0,1,1,30.30463,-97.72584,1,1.0,1.0,17.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,4,0,0,4.5,4.5,4.5,5.0,5.0,5.0,4.75,0,78,0.15,0.0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
0,84.0,84.0,1,1,30.30631,-97.72476,1,1.0,1.0,17.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,3,2,0,4.67,4.67,4.0,5.0,5.0,5.0,5.0,0,78,0.12,0.0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
0,1.0,1.0,1,1,30.22882,-97.89704,4,1.0,1.0,150.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.09,0.0,0,1,1,1,1,1,0,1,0,0,0,1,1,0
0,1.0,1.0,1,1,30.24233,-97.75188,4,,2.0,46.0,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,0,3,2,0,4.33,4.67,4.33,5.0,5.0,5.0,4.33,0,1,0.19,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,0,30.46183,-97.68745,6,3.0,5.0,136.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,1,62,32,3,4.97,4.98,4.97,4.98,4.97,4.89,4.92,0,1,2.16,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1.0,1.0,1,0,30.26084,-97.71629,6,2.0,2.0,350.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,0,,,,,,,,0,1,,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
0,2.0,2.0,1,1,30.206,-97.83932,2,1.0,2.0,62.0,30,95,30.0,30.0,95.0,95.0,30.0,95.0,1,3,2,1,5.0,4.67,5.0,5.0,5.0,5.0,5.0,0,1,0.1,0.4,0,1,0,0,1,1,1,0,1,1,0,1,0,1
0,1.0,1.0,1,0,30.28915,-97.74648,5,2.0,6.0,140.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,0.06,0.0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
0,3.0,3.0,1,0,30.25957,-97.71881,5,1.0,3.0,115.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,63,0,0,4.81,4.85,4.79,4.79,4.85,4.85,4.76,0,3,1.96,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1.0,1.0,1,1,30.32594,-97.91775,12,5.0,12.0,1327.0,4,60,3.0,4.0,60.0,60.0,4.0,60.0,1,23,12,0,5.0,5.0,5.0,5.0,5.0,4.96,4.91,0,1,0.86,0.43333333333333335,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22.0,22.0,1,1,30.27259,-97.74327,4,1.0,2.0,175.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1,3,0.03,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,10.0,10.0,1,1,30.48914,-97.78794,1,1.0,1.0,33.0,10,180,10.0,30.0,180.0,1125.0,13.2,975.9,1,26,6,0,4.88,4.92,4.81,5.0,5.0,4.85,4.77,1,9,0.83,0.03333333333333333,0,1,1,1,1,1,0,1,1,1,1,1,1,0
0,1.0,1.0,1,1,30.25991,-97.71336,6,3.0,3.0,250.0,1,6,1.0,1.0,6.0,6.0,1.0,6.0,1,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.17,0.43333333333333335,1,1,1,1,1,1,1,1,1,1,1,0,1,0
0,18.0,18.0,1,1,30.23127,-97.77893,4,1.0,1.0,158.0,2,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,1,96,34,2,4.7,4.83,4.55,4.92,4.8,4.72,4.73,1,18,3.04,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,13.0,13.0,1,1,30.29713,-97.73836,12,2.0,7.0,276.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,14,0,0,4.07,3.86,4.21,4.64,4.79,4.93,4.07,1,3,0.44,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,1,1,30.37827,-97.9237,16,8.0,17.0,1153.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,27,14,3,4.81,4.85,4.74,4.78,4.67,4.78,4.7,1,2,0.94,0.5666666666666667,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0.0,0.0,1,1,30.23839,-97.74851,2,1.0,1.0,40.0,1,30,1.0,2.0,30.0,30.0,1.1,30.0,1,4,0,0,5.0,5.0,5.0,4.75,4.75,5.0,5.0,1,1,0.13,0.0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
